2022-08-05|22:49:03.197|main      |backend-department-service,,|DEBUG| ontext.logging.ClasspathLoggingApplicationListener| Application started with classpath: unknown
2022-08-05|22:49:17.749|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jdbc.JdbcTemplateAutoConfiguration$JdbcTemplateConfiguration'
2022-08-05|22:49:17.750|main      |backend-department-service,,|DEBUG| ork.core.LocalVariableTableParameterNameDiscoverer| Cannot find '.class' file for class [class org.springframework.boot.autoconfigure.jdbc.JdbcTemplateAutoConfiguration$JdbcTemplateConfiguration$$EnhancerBySpringCGLIB$$a53b026c] - unable to determine constructor/method parameter names
2022-08-05|22:49:17.753|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'spring.jdbc-org.springframework.boot.autoconfigure.jdbc.JdbcProperties'
2022-08-05|22:49:17.755|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'org.springframework.boot.autoconfigure.jdbc.JdbcTemplateAutoConfiguration$JdbcTemplateConfiguration' via constructor to bean named 'dataSource'
2022-08-05|22:49:17.755|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'org.springframework.boot.autoconfigure.jdbc.JdbcTemplateAutoConfiguration$JdbcTemplateConfiguration' via constructor to bean named 'spring.jdbc-org.springframework.boot.autoconfigure.jdbc.JdbcProperties'
2022-08-05|22:49:17.756|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'jdbcTemplate'
2022-08-05|22:49:17.773|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jdbc.JdbcTemplateAutoConfiguration$NamedParameterJdbcTemplateConfiguration'
2022-08-05|22:49:17.775|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'namedParameterJdbcTemplate'
2022-08-05|22:49:17.778|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'namedParameterJdbcTemplate' via factory method to bean named 'jdbcTemplate'
2022-08-05|22:49:17.789|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jdbc.JdbcTemplateAutoConfiguration'
2022-08-05|22:49:17.791|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.task.TaskSchedulingAutoConfiguration'
2022-08-05|22:49:17.793|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'taskSchedulerBuilder'
2022-08-05|22:49:17.798|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'spring.task.scheduling-org.springframework.boot.autoconfigure.task.TaskSchedulingProperties'
2022-08-05|22:49:17.799|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'taskSchedulerBuilder' via factory method to bean named 'spring.task.scheduling-org.springframework.boot.autoconfigure.task.TaskSchedulingProperties'
2022-08-05|22:49:17.808|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jdbc.DataSourceTransactionManagerAutoConfiguration$DataSourceTransactionManagerConfiguration'
2022-08-05|22:49:17.812|main      |backend-department-service,,|DEBUG| ork.core.LocalVariableTableParameterNameDiscoverer| Cannot find '.class' file for class [class org.springframework.boot.autoconfigure.jdbc.DataSourceTransactionManagerAutoConfiguration$DataSourceTransactionManagerConfiguration$$EnhancerBySpringCGLIB$$39b06c6e] - unable to determine constructor/method parameter names
2022-08-05|22:49:17.814|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'org.springframework.boot.autoconfigure.jdbc.DataSourceTransactionManagerAutoConfiguration$DataSourceTransactionManagerConfiguration' via constructor to bean named 'dataSource'
2022-08-05|22:49:17.819|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jdbc.DataSourceTransactionManagerAutoConfiguration'
2022-08-05|22:49:17.823|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration$EnableTransactionManagementConfiguration$CglibAutoProxyConfiguration'
2022-08-05|22:49:17.825|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration$EnableTransactionManagementConfiguration'
2022-08-05|22:49:17.827|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration$TransactionTemplateConfiguration'
2022-08-05|22:49:17.828|main      |backend-department-service,,|DEBUG| ork.core.LocalVariableTableParameterNameDiscoverer| Cannot find '.class' file for class [class org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration$TransactionTemplateConfiguration$$EnhancerBySpringCGLIB$$8b3a3141] - unable to determine constructor/method parameter names
2022-08-05|22:49:17.830|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration$TransactionTemplateConfiguration' via constructor to bean named 'transactionManager'
2022-08-05|22:49:17.832|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'transactionTemplate'
2022-08-05|22:49:17.846|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.client.RestTemplateAutoConfiguration'
2022-08-05|22:49:17.847|main      |backend-department-service,,|DEBUG| ork.core.LocalVariableTableParameterNameDiscoverer| Cannot find '.class' file for class [class org.springframework.boot.autoconfigure.web.client.RestTemplateAutoConfiguration$$EnhancerBySpringCGLIB$$27c5cd80] - unable to determine constructor/method parameter names
2022-08-05|22:49:17.850|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'restTemplateBuilder'
2022-08-05|22:49:17.860|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.embedded.EmbeddedWebServerFactoryCustomizerAutoConfiguration'
2022-08-05|22:49:17.862|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'multipartResolver'
2022-08-05|22:49:17.868|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration'
2022-08-05|22:49:17.869|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'configurationPropertiesRebinder'
2022-08-05|22:49:17.872|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'configurationPropertiesRebinder' via factory method to bean named 'configurationPropertiesBeans'
2022-08-05|22:49:17.873|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.cloud.autoconfigure.LifecycleMvcEndpointAutoConfiguration'
2022-08-05|22:49:17.874|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'environmentManager'
2022-08-05|22:49:17.875|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'environmentManager' via factory method to bean named 'environment'
2022-08-05|22:49:17.879|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.cloud.netflix.eureka.EurekaDiscoveryClientConfiguration$EurekaClientConfigurationRefresher'
2022-08-05|22:49:17.882|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'eurekaClient'
2022-08-05|22:49:17.923|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.cloud.netflix.eureka.EurekaDiscoveryClientConfiguration'
2022-08-05|22:49:17.924|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'eurekaDiscoverClientMarker'
2022-08-05|22:49:17.931|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.cloud.client.serviceregistry.AutoServiceRegistrationConfiguration'
2022-08-05|22:49:17.932|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'spring.cloud.service-registry.auto-registration-org.springframework.cloud.client.serviceregistry.AutoServiceRegistrationProperties'
2022-08-05|22:49:17.934|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.cloud.client.serviceregistry.AutoServiceRegistrationAutoConfiguration'
2022-08-05|22:49:17.939|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.cloud.netflix.eureka.EurekaClientAutoConfiguration$RefreshableEurekaClientConfiguration'
2022-08-05|22:49:17.945|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'discoveryClientOptionalArgs'
2022-08-05|22:49:17.945|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.cloud.netflix.eureka.config.DiscoveryClientOptionalArgsConfiguration'
2022-08-05|22:49:17.975|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'eurekaApplicationInfoManager'
2022-08-05|22:49:17.993|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'eurekaFeature'
2022-08-05|22:49:17.996|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'eurekaClientConfigBean'
2022-08-05|22:49:17.998|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'eurekaClientConfigBean' via factory method to bean named 'environment'
2022-08-05|22:49:18.042|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'serviceManagementMetadataProvider'
2022-08-05|22:49:18.045|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'eurekaInstanceConfigBean'
2022-08-05|22:49:18.049|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'inetUtils'
2022-08-05|22:49:18.049|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.cloud.commons.util.UtilAutoConfiguration'
2022-08-05|22:49:18.054|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'inetUtilsProperties'
2022-08-05|22:49:18.064|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'inetUtils' via factory method to bean named 'inetUtilsProperties'
2022-08-05|22:49:18.068|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'eurekaInstanceConfigBean' via factory method to bean named 'inetUtils'
2022-08-05|22:49:18.068|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'eurekaInstanceConfigBean' via factory method to bean named 'serviceManagementMetadataProvider'
2022-08-05|22:49:18.068|main      |backend-department-service,,|DEBUG| framework.core.env.PropertySourcesPropertyResolver| Found key 'eureka.instance.prefer-ip-address' in PropertySource 'configurationProperties' with value of type String
2022-08-05|22:49:18.069|main      |backend-department-service,,|DEBUG| framework.core.env.PropertySourcesPropertyResolver| Found key 'server.port' in PropertySource 'configurationProperties' with value of type String
2022-08-05|22:49:18.069|main      |backend-department-service,,|DEBUG| framework.core.env.PropertySourcesPropertyResolver| Found key 'com.sun.management.jmxremote.port' in PropertySource 'configurationProperties' with value of type String
2022-08-05|22:49:18.852|main      |backend-department-service,,|DEBUG| framework.core.env.PropertySourcesPropertyResolver| Found key 'spring.cloud.client.hostname' in PropertySource 'configurationProperties' with value of type String
2022-08-05|22:49:18.853|main      |backend-department-service,,|DEBUG| framework.core.env.PropertySourcesPropertyResolver| Found key 'spring.application.name' in PropertySource 'configurationProperties' with value of type String
2022-08-05|22:49:18.853|main      |backend-department-service,,|DEBUG| framework.core.env.PropertySourcesPropertyResolver| Found key 'server.port' in PropertySource 'configurationProperties' with value of type String
2022-08-05|22:49:18.858|main      |backend-department-service,,|DEBUG| .eureka.metadata.DefaultManagementMetadataProvider| Constructed eureka meta-data healthcheckUrl: http://10.0.75.1:8091/actuator/health
2022-08-05|22:49:18.858|main      |backend-department-service,,|DEBUG| .eureka.metadata.DefaultManagementMetadataProvider| Constructed eureka meta-data statusPageUrl: http://10.0.75.1:8091/actuator/info
2022-08-05|22:49:18.860|main      |backend-department-service,,|DEBUG| framework.core.env.PropertySourcesPropertyResolver| Found key 'spring.application.name' in PropertySource 'configurationProperties' with value of type String
2022-08-05|22:49:18.872|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'discoveryClient'
2022-08-05|22:49:18.878|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'discoveryClient' via factory method to bean named 'eurekaClient'
2022-08-05|22:49:18.879|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'discoveryClient' via factory method to bean named 'eurekaClientConfigBean'
2022-08-05|22:49:18.881|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.cloud.client.CommonsClientAutoConfiguration'
2022-08-05|22:49:18.882|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.cloud.client.discovery.composite.CompositeDiscoveryClientAutoConfiguration'
2022-08-05|22:49:18.883|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'compositeDiscoveryClient'
2022-08-05|22:49:18.885|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'simpleDiscoveryClient'
2022-08-05|22:49:18.885|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.cloud.client.discovery.simple.SimpleDiscoveryClientAutoConfiguration'
2022-08-05|22:49:18.890|main      |backend-department-service,,|DEBUG| framework.core.env.PropertySourcesPropertyResolver| Found key 'spring.application.name' in PropertySource 'configurationProperties' with value of type String
2022-08-05|22:49:18.890|main      |backend-department-service,,|DEBUG| framework.core.env.PropertySourcesPropertyResolver| Found key 'spring.application.name' in PropertySource 'environmentProperties' with value of type String
2022-08-05|22:49:18.909|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'simpleDiscoveryProperties'
2022-08-05|22:49:19.459|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'compositeDiscoveryClient' via factory method to bean named 'discoveryClient'
2022-08-05|22:49:19.459|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'compositeDiscoveryClient' via factory method to bean named 'simpleDiscoveryClient'
2022-08-05|22:49:19.466|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.cloud.netflix.ribbon.RibbonAutoConfiguration'
2022-08-05|22:49:19.469|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'default.org.springframework.cloud.netflix.ribbon.RibbonAutoConfiguration.RibbonClientSpecification'
2022-08-05|22:49:19.471|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'default.org.springframework.cloud.netflix.ribbon.eureka.RibbonEurekaAutoConfiguration.RibbonClientSpecification'
2022-08-05|22:49:19.473|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'ribbon.eager-load-org.springframework.cloud.netflix.ribbon.RibbonEagerLoadProperties'
2022-08-05|22:49:19.475|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'ribbonFeature'
2022-08-05|22:49:19.480|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'springClientFactory'
2022-08-05|22:49:19.489|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'loadBalancerClient'
2022-08-05|22:49:19.494|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'propertiesFactory'
2022-08-05|22:49:19.511|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'ribbon-org.springframework.cloud.netflix.ribbon.ServerIntrospectorProperties'
2022-08-05|22:49:19.514|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.cloud.client.loadbalancer.AsyncLoadBalancerAutoConfiguration$LoadBalancerInterceptorConfig'
2022-08-05|22:49:19.516|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'asyncLoadBalancerInterceptor'
2022-08-05|22:49:19.517|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'asyncLoadBalancerInterceptor' via factory method to bean named 'loadBalancerClient'
2022-08-05|22:49:19.523|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'asyncRestTemplateCustomizer'
2022-08-05|22:49:19.525|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'asyncRestTemplateCustomizer' via factory method to bean named 'asyncLoadBalancerInterceptor'
2022-08-05|22:49:19.527|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.cloud.client.loadbalancer.AsyncLoadBalancerAutoConfiguration$AsyncRestTemplateCustomizerConfig'
2022-08-05|22:49:19.531|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'loadBalancedAsyncRestTemplateInitializer'
2022-08-05|22:49:19.533|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'loadBalancedAsyncRestTemplateInitializer' via factory method to bean named 'asyncRestTemplateCustomizer'
2022-08-05|22:49:19.539|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.cloud.client.loadbalancer.AsyncLoadBalancerAutoConfiguration'
2022-08-05|22:49:19.539|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.cloud.client.loadbalancer.LoadBalancerAutoConfiguration$LoadBalancerInterceptorConfig'
2022-08-05|22:49:19.540|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'ribbonInterceptor'
2022-08-05|22:49:19.542|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'loadBalancerRequestFactory'
2022-08-05|22:49:19.542|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.cloud.client.loadbalancer.LoadBalancerAutoConfiguration'
2022-08-05|22:49:19.552|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'loadBalancerRequestFactory' via factory method to bean named 'loadBalancerClient'
2022-08-05|22:49:19.567|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'ribbonInterceptor' via factory method to bean named 'loadBalancerClient'
2022-08-05|22:49:19.568|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'ribbonInterceptor' via factory method to bean named 'loadBalancerRequestFactory'
2022-08-05|22:49:19.573|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'restTemplateCustomizer'
2022-08-05|22:49:19.576|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'restTemplateCustomizer' via factory method to bean named 'ribbonInterceptor'
2022-08-05|22:49:19.577|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'loadBalancedRestTemplateInitializerDeprecated'
2022-08-05|22:49:19.579|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'spring.cloud.loadbalancer.retry-org.springframework.cloud.client.loadbalancer.LoadBalancerRetryProperties'
2022-08-05|22:49:19.580|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.cloud.client.serviceregistry.ServiceRegistryAutoConfiguration'
2022-08-05|22:49:19.580|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.cloud.commons.httpclient.HttpClientConfiguration$ApacheHttpClientConfiguration'
2022-08-05|22:49:19.584|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'connManFactory'
2022-08-05|22:49:19.596|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'apacheHttpClientBuilder'
2022-08-05|22:49:19.627|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'apacheHttpClientFactory'
2022-08-05|22:49:19.628|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'apacheHttpClientFactory' via factory method to bean named 'apacheHttpClientBuilder'
2022-08-05|22:49:19.630|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.cloud.commons.httpclient.HttpClientConfiguration'
2022-08-05|22:49:19.631|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.cloud.configuration.CompatibilityVerifierAutoConfiguration'
2022-08-05|22:49:19.631|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'compositeCompatibilityVerifier'
2022-08-05|22:49:19.633|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'springBootVersionVerifier'
2022-08-05|22:49:19.635|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'spring.cloud.compatibility-verifier-org.springframework.cloud.configuration.CompatibilityVerifierProperties'
2022-08-05|22:49:19.636|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'springBootVersionVerifier' via factory method to bean named 'spring.cloud.compatibility-verifier-org.springframework.cloud.configuration.CompatibilityVerifierProperties'
2022-08-05|22:49:19.646|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'compositeCompatibilityVerifier' via factory method to bean named 'springBootVersionVerifier'
2022-08-05|22:49:19.646|main      |backend-department-service,,|DEBUG| work.cloud.configuration.SpringBootVersionVerifier| Version found in Boot manifest [2.1.3.RELEASE]
2022-08-05|22:49:19.647|main      |backend-department-service,,|DEBUG| work.cloud.configuration.SpringBootVersionVerifier| Predicate [Predicate for Boot 2.1] was matched
2022-08-05|22:49:19.647|main      |backend-department-service,,|DEBUG| cloud.configuration.CompositeCompatibilityVerifier| All conditions are passing
2022-08-05|22:49:19.647|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.cloud.netflix.ribbon.eureka.RibbonEurekaAutoConfiguration'
2022-08-05|22:49:19.648|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.cloud.openfeign.ribbon.DefaultFeignLoadBalancedConfiguration'
2022-08-05|22:49:19.648|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'feignClient'
2022-08-05|22:49:19.650|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'cachingLBClientFactory'
2022-08-05|22:49:19.651|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.cloud.openfeign.ribbon.FeignRibbonClientAutoConfiguration'
2022-08-05|22:49:19.653|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'cachingLBClientFactory' via factory method to bean named 'springClientFactory'
2022-08-05|22:49:19.663|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'feignClient' via factory method to bean named 'cachingLBClientFactory'
2022-08-05|22:49:19.663|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'feignClient' via factory method to bean named 'springClientFactory'
2022-08-05|22:49:19.679|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'feignRequestOptions'
2022-08-05|22:49:19.680|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'feign.httpclient-org.springframework.cloud.openfeign.support.FeignHttpClientProperties'
2022-08-05|22:49:19.684|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.cloud.openfeign.FeignAutoConfiguration$HystrixFeignTargeterConfiguration'
2022-08-05|22:49:19.686|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'feignTargeter'
